Over18,BusinessTravel,EducationField,Department,Gender,JobRole,MaritalStatus,OverTime,Age,EnvironmentSatisfaction,Education,HourlyRate,JobInvolvement,JobLevel,DistanceFromHome,JobSatisfaction,EmployeeCount,MonthlyIncome,MonthlyRate,NumCompaniesWorked,EmployeeNumber,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRate,Attrition
Y,Travel_Frequently,Medical,Research & Development,Female,Laboratory Technician,Single,No,30,2,3,60,3,1,5,2,1,2422,25725,0,1017,17,3,1,80,0,4,3,3,3,2,1,2,109,Yes
Y,Travel_Rarely,Medical,Research & Development,Male,Manufacturing Director,Married,No,26,4,2,32,4,2,2,4,1,5472,3334,1,1018,12,3,2,80,0,8,2,3,8,7,1,3,1066,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Married,No,22,2,1,94,1,1,8,1,1,2451,6881,1,1019,15,3,1,80,1,4,3,2,4,3,1,1,217,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Healthcare Representative,Single,No,48,1,3,97,2,2,6,3,1,4240,13119,2,1022,13,3,4,80,0,19,0,3,2,2,2,2,277,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Healthcare Representative,Single,No,48,3,4,78,2,3,4,3,1,10999,22245,7,1024,14,3,2,80,0,27,3,3,15,11,4,8,1355,No
Y,Travel_Rarely,Medical,Research & Development,Female,Manufacturing Director,Single,No,41,4,2,42,3,2,7,3,1,5003,23371,6,1025,14,3,2,80,0,8,6,3,2,2,2,1,549,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Manufacturing Director,Married,No,39,4,1,65,2,4,1,4,1,12742,7060,1,1026,16,3,3,80,1,21,3,3,21,6,11,8,466,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Manufacturing Director,Married,No,27,1,4,47,3,2,2,4,1,4227,4658,0,1027,18,3,2,80,1,4,2,3,3,2,2,2,1055,No
Y,Travel_Rarely,Other,Research & Development,Male,Laboratory Technician,Divorced,No,35,2,3,45,3,1,10,4,1,3917,9541,1,1028,20,4,1,80,1,3,4,2,3,2,1,2,802,No
Y,Travel_Rarely,Marketing,Sales,Male,Manager,Married,No,42,4,2,90,3,5,5,3,1,18303,7770,6,1029,13,3,2,80,0,21,3,4,1,0,0,0,265,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Married,No,50,1,3,64,3,1,9,4,1,2380,20165,4,1030,18,3,2,80,0,8,5,3,1,0,0,0,804,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Manufacturing Director,Single,Yes,59,3,3,69,2,4,2,4,1,13726,21829,3,1032,13,3,1,80,0,30,4,3,5,3,4,3,715,No
Y,Travel_Rarely,Medical,Research & Development,Female,Healthcare Representative,Married,No,37,1,2,61,1,2,11,2,1,4777,14382,5,1033,15,3,1,80,0,15,2,1,1,0,0,0,1141,Yes
Y,Travel_Frequently,Medical,Research & Development,Male,Healthcare Representative,Married,Yes,55,3,4,62,3,2,18,2,1,6385,12992,3,1034,14,3,4,80,2,17,3,3,8,7,6,7,135,No
Y,Non-Travel,Life Sciences,Research & Development,Female,Research Director,Divorced,No,41,2,1,55,1,5,7,3,1,19973,20284,1,1035,22,4,2,80,2,21,3,3,21,16,5,10,247,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Single,Yes,38,2,4,42,3,2,3,4,1,6861,4981,8,1036,12,3,3,80,0,19,1,3,1,0,0,0,1035,No
Y,Non-Travel,Medical,Sales,Male,Sales Executive,Single,No,26,2,2,79,1,2,29,1,1,4969,21813,8,1037,18,3,4,80,0,7,6,3,2,2,2,2,265,Yes
Y,Travel_Rarely,Marketing,Sales,Female,Manager,Married,No,52,1,1,57,1,5,2,4,1,19845,25846,1,1038,15,3,4,80,1,33,3,3,32,14,6,9,266,Yes
Y,Travel_Rarely,Medical,Sales,Female,Sales Executive,Married,Yes,44,4,3,53,4,4,28,4,1,13320,11737,3,1039,18,3,3,80,1,23,2,3,12,11,11,11,1448,No
Y,Non-Travel,Life Sciences,Sales,Female,Sales Executive,Married,No,50,4,3,95,3,2,1,3,1,6347,24920,0,1040,12,3,1,80,1,19,3,3,18,7,0,13,145,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Laboratory Technician,Single,No,36,3,4,43,4,1,16,1,1,2743,8269,1,1042,16,3,3,80,0,18,1,3,17,13,15,14,885,Yes
Y,Travel_Frequently,Medical,Research & Development,Female,Manufacturing Director,Single,Yes,39,4,3,82,3,3,22,1,1,10880,5083,1,1043,13,3,3,80,0,21,2,3,21,6,2,8,945,No
Y,Non-Travel,Life Sciences,Sales,Female,Sales Representative,Single,No,33,2,1,88,2,1,8,4,1,2342,21437,0,1044,19,3,4,80,0,3,2,2,2,2,2,2,1038,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Manager,Married,No,45,4,2,90,3,4,11,4,1,17650,5404,3,1045,13,3,2,80,1,26,4,4,9,3,1,1,1234,No
Y,Non-Travel,Medical,Research & Development,Female,Laboratory Technician,Single,No,32,4,4,69,3,1,29,3,1,4025,11135,9,1046,12,3,2,80,0,10,2,3,8,7,7,7,1109,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Divorced,No,34,2,4,75,4,2,1,4,1,9725,12278,0,1047,11,3,4,80,1,16,2,2,15,1,0,9,216,No
Y,Travel_Rarely,Technical Degree,Sales,Male,Manager,Married,Yes,59,2,2,66,3,3,1,4,1,11904,11038,3,1048,14,3,3,80,1,14,1,1,6,4,0,4,1089,No
Y,Travel_Rarely,Medical,Human Resources,Male,Human Resources,Single,No,45,2,4,36,3,1,24,2,1,2177,8318,1,1049,16,3,1,80,0,6,3,3,6,3,0,4,788,No
Y,Travel_Frequently,Marketing,Sales,Female,Sales Executive,Married,No,53,3,3,38,2,3,2,2,1,7525,23537,2,1050,12,3,1,80,1,30,2,3,15,7,6,12,124,No
Y,Travel_Rarely,Other,Research & Development,Male,Laboratory Technician,Divorced,No,36,1,3,81,3,2,15,3,1,4834,7858,7,1052,14,3,2,80,1,9,3,2,1,0,0,0,660,Yes
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Research Scientist,Married,Yes,26,1,3,57,3,1,2,1,1,2042,15346,6,1053,14,3,2,80,1,6,2,3,3,2,1,2,342,Yes
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Representative,Married,Yes,34,3,4,87,3,1,10,3,1,2220,18410,1,1055,19,3,4,80,1,1,2,3,1,1,0,0,1333,No
Y,Travel_Rarely,Medical,Sales,Male,Sales Representative,Married,No,28,4,1,74,3,1,10,2,1,1052,23384,1,1056,22,4,2,80,0,1,5,3,1,0,0,0,1144,No
Y,Travel_Frequently,Other,Research & Development,Male,Research Scientist,Married,No,38,3,4,44,3,1,3,3,1,2821,2997,3,1060,16,3,1,80,1,8,2,3,2,2,2,2,1186,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Director,Married,Yes,50,2,4,62,3,5,2,3,1,19237,12853,2,1061,11,3,4,80,1,29,2,2,8,1,7,7,1464,No
Y,Travel_Rarely,Other,Research & Development,Female,Healthcare Representative,Single,No,37,4,3,35,3,2,3,2,1,4107,13848,3,1062,15,3,1,80,0,8,3,2,4,3,0,1,124,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Married,No,40,3,3,74,3,2,26,1,1,8396,22217,1,1066,14,3,2,80,1,8,3,2,7,7,7,5,300,No
Y,Travel_Frequently,Medical,Research & Development,Female,Research Scientist,Divorced,No,26,1,1,66,2,1,1,3,1,2007,25265,1,1068,13,3,3,80,2,5,5,3,5,3,1,3,921,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Director,Divorced,No,46,4,4,40,3,5,1,4,1,19627,21445,9,1069,17,3,4,80,2,23,0,3,2,2,2,2,430,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Executive,Married,No,54,3,4,41,2,3,2,3,1,10686,8392,6,1070,11,3,2,80,1,13,4,3,9,4,7,0,1082,No
Y,Travel_Frequently,Medical,Research & Development,Female,Research Scientist,Married,No,56,1,3,63,3,1,9,3,1,2942,12154,2,1071,19,3,2,80,1,18,4,3,5,4,0,3,1240,No
Y,Travel_Rarely,Medical,Research & Development,Female,Manufacturing Director,Single,No,36,4,5,51,2,3,12,4,1,8858,15669,0,1073,11,3,2,80,0,15,2,2,14,8,7,8,796,No
Y,Non-Travel,Medical,Research & Development,Male,Manager,Single,No,55,3,1,40,2,4,2,1,1,16756,17323,7,1074,15,3,2,80,0,31,3,4,9,7,6,2,444,No
Y,Travel_Rarely,Medical,Sales,Male,Sales Executive,Divorced,No,43,3,3,79,2,3,25,4,1,10798,5268,5,1076,13,3,3,80,1,18,5,3,1,0,0,0,415,No
Y,Travel_Frequently,Marketing,Sales,Female,Sales Representative,Single,Yes,20,4,3,54,3,1,9,4,1,2323,17205,1,1077,14,3,2,80,0,2,3,3,2,2,0,2,769,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Laboratory Technician,Single,No,21,3,3,36,2,1,10,1,1,1416,17258,1,1079,13,3,1,80,0,1,6,2,1,0,1,0,1334,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Divorced,Yes,46,4,4,74,2,2,8,1,1,4615,21029,8,1080,23,4,1,80,3,19,2,3,16,13,1,7,1003,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Married,Yes,51,1,4,34,3,1,4,3,1,2461,10332,9,1081,12,3,3,80,3,18,2,4,10,0,2,7,1323,Yes
Y,Non-Travel,Technical Degree,Research & Development,Male,Healthcare Representative,Single,No,28,2,2,72,2,3,24,1,1,8722,12355,1,1082,12,3,1,80,0,10,2,2,10,7,1,9,1366,Yes
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Married,No,26,1,2,59,2,1,1,1,1,3955,11141,1,1083,16,3,1,80,2,6,2,3,5,3,1,3,192,No
Y,Travel_Rarely,Other,Research & Development,Male,Manufacturing Director,Married,No,30,3,3,85,3,2,20,1,1,9957,9096,0,1084,15,3,3,80,1,7,1,2,6,2,0,2,1176,No
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Research Scientist,Married,No,41,2,2,43,4,1,7,3,1,3376,18863,1,1085,13,3,3,80,0,10,3,3,10,6,0,8,509,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Healthcare Representative,Married,No,38,3,1,65,2,3,17,3,1,8823,24608,0,1088,18,3,1,80,1,20,4,2,19,9,1,9,330,No
Y,Travel_Rarely,Technical Degree,Research & Development,Male,Healthcare Representative,Married,No,40,1,4,61,3,3,20,4,1,10322,26542,4,1092,20,4,4,80,1,14,6,3,11,10,11,1,1492,No
Y,Non-Travel,Life Sciences,Research & Development,Male,Laboratory Technician,Married,No,27,1,5,87,1,1,8,3,1,4621,5869,1,1094,19,3,4,80,3,3,4,3,3,2,1,2,1277,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Manufacturing Director,Married,No,55,4,1,65,3,3,2,2,1,10976,15813,3,1096,18,3,2,80,1,23,4,3,3,2,1,2,1091,No
Y,Travel_Rarely,Other,Research & Development,Female,Research Scientist,Single,No,28,3,3,59,3,2,10,3,1,3660,7909,3,1097,13,3,4,80,0,10,4,4,8,7,1,7,857,No
Y,Travel_Rarely,Medical,Human Resources,Male,Human Resources,Married,No,44,2,2,91,2,3,1,1,1,10482,2326,9,1098,14,3,4,80,1,24,1,3,20,6,3,6,1376,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Healthcare Representative,Divorced,No,33,4,3,34,2,3,5,4,1,7119,21214,4,1099,15,3,3,80,1,9,2,3,3,2,1,2,654,No
Y,Travel_Rarely,Technical Degree,Sales,Male,Sales Executive,Single,Yes,35,4,3,86,3,3,4,1,1,9582,10333,0,1100,22,4,1,80,0,9,2,3,8,7,4,7,1204,Yes
Y,Travel_Frequently,Medical,Research & Development,Female,Research Scientist,Single,No,33,1,4,54,2,2,29,3,1,4508,3129,1,1101,22,4,2,80,0,14,4,3,13,7,3,8,827,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Divorced,No,28,1,2,50,3,1,15,3,1,2207,22482,1,1102,16,3,4,80,1,4,5,2,4,2,2,2,895,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Healthcare Representative,Single,No,34,1,1,45,3,2,3,4,1,7756,22266,0,1103,17,3,3,80,0,7,1,2,6,2,0,4,618,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Executive,Divorced,Yes,37,4,4,88,2,2,10,4,1,6694,24223,2,1105,14,3,3,80,3,8,5,3,1,0,0,0,309,No
Y,Travel_Rarely,Technical Degree,Research & Development,Male,Laboratory Technician,Married,Yes,25,4,1,32,3,1,4,4,1,3691,4605,1,1106,15,3,2,80,1,7,3,4,7,7,5,6,1219,Yes
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Divorced,No,26,1,3,37,3,1,21,3,1,2377,19373,1,1107,20,4,3,80,1,1,0,2,1,1,0,0,1330,Yes
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Single,Yes,33,1,3,55,2,1,25,2,1,2313,2993,4,1108,20,4,2,80,0,5,0,3,2,2,2,2,1017,Yes
Y,Travel_Rarely,Medical,Research & Development,Male,Manager,Married,No,42,4,2,35,3,4,2,1,1,17665,14399,0,1109,17,3,4,80,1,23,3,3,22,6,13,7,469,No
Y,Travel_Frequently,Medical,Research & Development,Male,Laboratory Technician,Divorced,No,28,1,3,45,2,1,1,2,1,2596,7160,1,1111,15,3,1,80,2,1,2,3,1,0,0,0,1009,Yes
Y,Travel_Frequently,Other,Sales,Male,Sales Executive,Single,Yes,50,4,4,81,3,2,1,3,1,4728,17251,3,1113,14,3,4,80,0,5,4,3,0,0,0,0,959,Yes
Y,Travel_Frequently,Life Sciences,Sales,Female,Sales Executive,Married,No,33,4,3,30,3,2,7,2,1,4302,13401,0,1114,17,3,3,80,1,4,3,3,3,2,0,2,970,No
Y,Non-Travel,Life Sciences,Research & Development,Male,Research Scientist,Married,No,34,3,4,40,2,1,3,4,1,2979,22478,3,1115,17,3,4,80,3,6,2,3,0,0,0,0,697,No
Y,Non-Travel,Medical,Research & Development,Male,Manager,Single,No,48,1,4,35,4,4,1,4,1,16885,16154,2,1116,22,4,3,80,0,27,3,2,5,4,2,1,1262,No
Y,Non-Travel,Life Sciences,Sales,Female,Sales Executive,Married,No,45,2,4,65,2,2,9,3,1,5593,17970,1,1117,13,3,4,80,1,15,2,3,15,10,4,12,1050,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Healthcare Representative,Single,No,52,2,4,87,3,3,7,2,1,10445,15322,7,1118,19,3,4,80,0,18,4,3,8,6,4,0,994,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Divorced,Yes,38,3,4,73,2,3,10,3,1,8740,5569,0,1119,14,3,2,80,2,9,2,3,8,7,2,7,770,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Divorced,No,29,3,4,93,3,1,28,4,1,2514,26968,4,1120,22,4,1,80,1,11,1,3,7,5,1,7,1107,No
Y,Travel_Rarely,Medical,Research & Development,Female,Manufacturing Director,Divorced,No,28,4,3,93,3,3,3,2,1,7655,8039,0,1121,17,3,2,80,3,10,3,2,9,7,1,7,950,No
Y,Travel_Rarely,Marketing,Sales,Male,Manager,Married,No,46,1,1,52,3,4,3,3,1,17465,15596,3,1124,12,3,4,80,1,23,3,3,12,9,4,9,406,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Single,No,38,4,2,32,3,3,2,2,1,7351,20619,7,1125,16,3,3,80,0,10,2,3,1,0,0,0,130,No
Y,Travel_Frequently,Life Sciences,Research & Development,Female,Manufacturing Director,Married,No,43,3,3,83,3,3,27,1,1,10820,11535,8,1126,11,3,3,80,1,18,1,3,8,7,0,1,1082,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Healthcare Representative,Divorced,No,39,1,3,84,3,4,2,4,1,12169,13547,7,1127,11,3,4,80,3,21,4,3,18,7,11,5,203,Yes
Y,Travel_Rarely,Medical,Research & Development,Male,Research Director,Single,No,40,3,3,44,2,5,14,3,1,19626,17544,1,1128,14,3,1,80,0,21,2,4,20,7,4,9,1308,No
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Research Scientist,Single,Yes,21,4,1,70,2,1,1,2,1,2070,25326,1,1131,11,3,3,80,0,2,6,4,2,2,2,2,984,No
Y,Non-Travel,Life Sciences,Research & Development,Male,Laboratory Technician,Single,No,39,3,3,70,3,2,9,2,1,6782,8770,9,1132,15,3,3,80,0,9,2,2,5,4,0,3,439,No
Y,Non-Travel,Life Sciences,Research & Development,Male,Manufacturing Director,Single,No,36,1,4,78,3,2,18,4,1,7779,23238,2,1133,20,4,1,80,0,18,0,3,11,9,0,9,217,No
Y,Travel_Frequently,Life Sciences,Sales,Male,Sales Representative,Married,No,31,3,3,67,4,1,20,4,1,2791,21981,0,1135,12,3,1,80,1,3,4,3,2,2,2,2,793,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Married,No,28,1,1,67,2,1,2,2,1,3201,19911,0,1136,17,3,1,80,0,6,2,1,5,3,0,4,1451,No
Y,Travel_Frequently,Marketing,Sales,Male,Sales Executive,Divorced,No,35,4,2,54,3,2,11,4,1,4968,18500,1,1137,11,3,4,80,1,5,3,3,5,2,0,2,1182,No
Y,Travel_Rarely,Technical Degree,Sales,Male,Sales Executive,Married,No,49,4,4,56,2,4,8,2,1,13120,11879,6,1138,17,3,2,80,1,22,3,3,9,8,2,3,174,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Manufacturing Director,Single,No,34,4,2,95,3,2,2,3,1,4033,15834,2,1140,11,3,4,80,0,5,3,2,3,2,0,2,1003,No
Y,Travel_Frequently,Life Sciences,Research & Development,Female,Research Scientist,Divorced,No,29,4,3,61,3,1,10,2,1,3291,17940,0,1143,14,3,4,80,2,8,2,2,7,5,1,1,490,No
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Single,No,42,2,3,56,1,2,29,4,1,4272,9558,4,1148,19,3,1,80,0,16,3,3,1,0,0,0,188,No
Y,Travel_Rarely,Medical,Research & Development,Male,Manufacturing Director,Married,Yes,29,2,1,79,2,2,8,4,1,5056,17689,1,1150,15,3,3,80,1,10,2,2,10,7,1,2,718,No
Y,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,38,3,3,37,4,1,1,3,1,2844,6004,1,1152,13,3,4,80,1,7,2,4,7,6,5,0,433,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Research Scientist,Divorced,Yes,28,3,3,39,2,1,6,3,1,2703,22088,1,1154,14,3,4,80,1,3,2,3,3,1,0,2,773,No
Y,Non-Travel,Medical,Research & Development,Male,Laboratory Technician,Single,No,18,3,1,80,3,1,8,3,1,1904,13556,1,1156,12,3,4,80,0,0,0,3,0,0,0,0,247,Yes
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Single,Yes,33,1,4,77,3,2,9,1,1,8224,18385,0,1157,17,3,1,80,0,6,3,3,5,2,0,3,603,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Married,Yes,41,2,4,46,3,1,12,4,1,4766,9051,3,1158,11,3,1,80,1,6,4,3,1,0,0,0,167,No
Y,Travel_Frequently,Medical,Research & Development,Male,Laboratory Technician,Married,No,31,3,3,72,3,1,15,3,1,2610,6233,1,1160,12,3,3,80,1,2,5,2,2,2,2,2,874,Yes
Y,Travel_Rarely,Medical,Research & Development,Female,Healthcare Representative,Divorced,No,37,3,2,52,2,2,25,4,1,5731,17171,7,1161,13,3,3,80,2,9,2,3,6,2,1,3,367,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Married,No,27,4,3,55,2,1,6,3,1,2539,7950,1,1162,13,3,3,80,1,4,0,3,4,2,2,2,199,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Executive,Married,No,34,2,1,70,3,2,9,3,1,5714,5829,1,1163,20,4,1,80,0,6,3,2,6,5,1,3,1400,No
Y,Travel_Rarely,Technical Degree,Human Resources,Male,Human Resources,Single,No,35,3,4,100,3,1,8,3,1,4323,7108,1,1164,17,3,2,80,0,6,2,1,5,4,1,4,528,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Executive,Married,No,29,4,1,45,2,3,23,1,1,7336,11162,1,1165,13,3,1,80,1,11,3,1,11,8,3,10,408,Yes
Y,Travel_Frequently,Medical,Research & Development,Female,Research Director,Single,No,40,2,4,88,3,3,9,3,1,13499,13782,9,1166,17,3,3,80,0,20,3,2,18,7,2,13,593,No
Y,Travel_Frequently,Life Sciences,Sales,Male,Sales Executive,Single,Yes,42,3,3,44,3,4,12,1,1,13758,2447,0,1167,12,3,2,80,0,22,2,2,21,9,13,14,481,Yes
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Single,No,42,2,4,45,3,2,4,1,1,5155,2253,7,1171,13,3,4,80,0,9,3,4,6,4,1,5,647,No
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Married,No,35,4,4,58,2,1,1,3,1,2258,16340,6,1172,12,3,2,80,1,10,2,3,8,0,1,7,982,No
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Single,No,24,4,3,49,3,1,24,2,1,3597,6409,8,1173,22,4,4,80,0,6,2,3,4,3,1,2,477,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Laboratory Technician,Married,Yes,28,3,1,79,3,1,12,4,1,2515,22955,1,1175,11,3,4,80,0,1,4,2,1,1,0,0,1485,Yes
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Married,No,26,1,4,82,4,1,3,4,1,4420,13421,1,1177,22,4,2,80,1,8,2,3,8,7,0,7,1384,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Married,No,30,3,3,72,2,2,10,3,1,6578,2706,1,1179,18,3,1,80,1,10,3,3,10,3,1,4,852,No
Y,Travel_Frequently,Medical,Research & Development,Female,Research Scientist,Married,Yes,40,3,2,92,2,2,26,4,1,4422,21203,3,1180,13,3,4,80,1,16,3,1,1,1,0,0,902,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Manufacturing Director,Divorced,No,35,3,3,44,2,3,2,2,1,10274,19588,2,1182,18,3,2,80,1,15,2,4,7,7,6,4,819,No
Y,Travel_Frequently,Medical,Research & Development,Male,Healthcare Representative,Single,No,34,4,3,97,2,2,1,1,1,5343,25755,0,1184,20,4,3,80,0,14,3,3,13,9,4,9,669,No
Y,Travel_Frequently,Other,Research & Development,Male,Laboratory Technician,Married,No,35,4,4,47,2,1,4,4,1,2376,26537,1,1185,13,3,2,80,1,2,2,4,2,2,2,2,636,No
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Single,No,43,1,3,85,1,2,9,3,1,5346,9489,8,1188,13,3,2,80,0,7,2,2,4,3,1,3,1372,Yes
Y,Non-Travel,Life Sciences,Sales,Female,Sales Representative,Divorced,No,32,3,1,76,3,1,2,1,1,2827,14947,1,1190,12,3,3,80,3,1,3,3,1,0,0,0,862,No
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Manager,Divorced,No,56,4,4,92,3,5,4,1,1,19943,18575,4,1191,13,3,4,80,1,28,2,3,5,2,4,2,718,No
Y,Travel_Rarely,Medical,Research & Development,Female,Laboratory Technician,Married,No,29,2,1,54,3,1,6,4,1,3131,26342,1,1192,13,3,1,80,1,10,5,3,10,8,0,8,1401,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Single,No,19,3,2,54,3,1,9,1,1,2552,7172,1,1193,25,4,3,80,0,1,4,3,1,1,0,0,645,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Married,Yes,45,1,3,83,3,1,7,3,1,4477,20100,4,1195,19,3,3,80,1,7,2,2,3,2,0,2,1457,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Manufacturing Director,Married,No,37,4,3,56,2,2,1,4,1,6474,9961,1,1196,13,3,2,80,1,14,2,2,14,8,3,11,977,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Single,No,20,1,3,87,2,1,3,3,1,3033,12828,1,1198,12,3,1,80,0,2,2,2,2,2,1,2,805,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Single,Yes,44,3,4,96,3,1,10,3,1,2936,10826,1,1200,11,3,3,80,0,6,4,3,6,4,0,2,1097,Yes
Y,Travel_Rarely,Medical,Research & Development,Female,Manager,Divorced,No,53,4,2,50,3,5,7,3,1,18606,18640,3,1201,18,3,2,80,1,26,6,3,7,7,4,7,1223,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Married,Yes,29,2,1,69,1,1,15,4,1,2168,26933,0,1202,18,3,1,80,1,6,2,2,5,4,1,3,942,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Research Scientist,Married,Yes,22,3,4,48,2,1,3,4,1,2853,4223,0,1203,11,3,2,80,1,1,5,3,0,0,0,0,1256,Yes
Y,Travel_Rarely,Marketing,Sales,Female,Manager,Married,No,46,3,3,69,3,4,2,1,1,17048,24097,8,1204,23,4,1,80,0,28,2,3,26,15,15,9,1402,No
Y,Non-Travel,Life Sciences,Research & Development,Male,Research Scientist,Single,No,44,4,3,74,1,1,17,3,1,2290,4279,2,1206,13,3,4,80,0,6,3,3,0,0,0,0,111,No
Y,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,33,2,3,99,3,1,2,3,1,3600,8429,1,1207,13,3,4,80,1,5,2,3,5,4,1,4,147,No
Y,Non-Travel,Life Sciences,Research & Development,Male,Research Scientist,Divorced,No,41,1,2,95,2,1,5,1,1,2107,20293,6,1210,17,3,1,80,1,5,2,1,1,0,0,0,906,Yes
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Divorced,No,30,3,4,61,3,2,29,1,1,4115,13192,8,1211,19,3,3,80,3,8,3,3,4,3,0,3,1329,No
Y,Travel_Frequently,Medical,Sales,Male,Sales Executive,Married,No,40,2,4,62,3,2,2,2,1,4327,25440,5,1212,12,3,4,80,3,5,2,3,0,0,0,0,1184,No
Y,Travel_Frequently,Medical,Research & Development,Female,Manager,Married,No,50,4,3,30,3,4,2,1,1,17856,9490,2,1215,22,4,3,80,1,32,3,3,2,2,2,2,1421,No
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Married,No,28,4,4,78,2,1,19,1,1,3196,12449,1,1216,12,3,3,80,3,6,2,3,6,5,3,3,1179,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Director,Married,No,46,4,2,52,3,5,15,2,1,19081,10849,5,1217,11,3,1,80,1,25,2,3,4,2,0,3,1450,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Married,Yes,35,3,4,94,3,2,17,1,1,8966,21026,3,1218,15,3,4,80,3,15,2,3,7,7,1,7,1361,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Laboratory Technician,Married,No,24,4,2,97,3,1,17,2,1,2210,3372,1,1219,13,3,1,80,1,1,3,1,1,0,0,0,984,Yes
Y,Travel_Frequently,Medical,Sales,Female,Sales Executive,Married,No,33,2,3,82,3,2,25,3,1,4539,4905,1,1220,12,3,1,80,1,10,3,2,10,7,0,1,1146,No
